UF,TSEcod,uf_des,meso,meso_des,micro,micro_des,mun_des,macro,macro_des
BA,34215,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Canápolis,2,Nordeste
BA,34231,Bahia,3,Centro Norte Baiano,9,Irecê,Canarana,2,Nordeste
BA,34258,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Canavieiras,2,Nordeste
BA,34274,Bahia,4,Nordeste Baiano,16,Serrinha,Candeal,2,Nordeste
BA,34290,Bahia,5,Metropolitana de Salvador,21,Salvador,Candeias,2,Nordeste
BA,34312,Bahia,6,Centro Sul Baiano,26,Guanambi,Candiba,2,Nordeste
BA,34339,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Cândido Sales,2,Nordeste
BA,34355,Bahia,4,Nordeste Baiano,14,Euclides da Cunha,Cansanção,2,Nordeste
BA,34363,Bahia,6,Centro Sul Baiano,27,Brumado,Caraíbas,2,Nordeste
BA,34371,Bahia,7,Sul Baiano,32,Porto Seguro,Caravelas,2,Nordeste
BA,34398,Bahia,4,Nordeste Baiano,18,Entre Rios,Cardeal da Silva,2,Nordeste
BA,34410,Bahia,2,Vale São-Franciscano da Bahia,7,Bom Jesus da Lapa,Carinhanha,2,Nordeste
BA,34436,Bahia,2,Vale São-Franciscano da Bahia,4,Juazeiro,Casa Nova,2,Nordeste
BA,34452,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Castro Alves,2,Nordeste
BA,34479,Bahia,1,Extremo Oeste Baiano,1,Barreiras,Catolândia,2,Nordeste
BA,34495,Bahia,5,Metropolitana de Salvador,19,Catu,Catu,2,Nordeste
BA,34509,Bahia,6,Centro Sul Baiano,22,Boquira,Caturama,2,Nordeste
BA,34517,Bahia,3,Centro Norte Baiano,9,Irecê,Central,2,Nordeste
BA,34533,Bahia,2,Vale São-Franciscano da Bahia,5,Paulo Afonso,Chorrochó,2,Nordeste
BA,34550,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Cícero Dantas,2,Nordeste
BA,34576,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Cipó,2,Nordeste
BA,34592,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Coaraci,2,Nordeste
BA,34614,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Cocos,2,Nordeste
BA,34630,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Conceição da Feira,2,Nordeste
BA,34657,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Conceição do Almeida,2,Nordeste
BA,34673,Bahia,4,Nordeste Baiano,16,Serrinha,Conceição do Coité,2,Nordeste
BA,34690,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Conceição do Jacuípe,2,Nordeste
BA,34711,Bahia,4,Nordeste Baiano,18,Entre Rios,Conde,2,Nordeste
BA,34738,Bahia,6,Centro Sul Baiano,27,Brumado,Condeúba,2,Nordeste
BA,34754,Bahia,6,Centro Sul Baiano,23,Seabra,Contendas do Sincorá,2,Nordeste
BA,34770,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Coração de Maria,2,Nordeste
BA,34797,Bahia,6,Centro Sul Baiano,27,Brumado,Cordeiros,2,Nordeste
BA,34819,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Coribe,2,Nordeste
BA,34835,Bahia,4,Nordeste Baiano,13,Jeremoabo,Coronel João Sá,2,Nordeste
BA,34851,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Correntina,2,Nordeste
BA,34878,Bahia,1,Extremo Oeste Baiano,2,Cotegipe,Cotegipe,2,Nordeste
BA,34894,Bahia,6,Centro Sul Baiano,24,Jequié,Cravolândia,2,Nordeste
BA,34916,Bahia,4,Nordeste Baiano,17,Alagoinhas,Crisópolis,2,Nordeste
BA,34932,Bahia,1,Extremo Oeste Baiano,2,Cotegipe,Cristópolis,2,Nordeste
BA,34959,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Cruz das Almas,2,Nordeste
BA,34975,Bahia,2,Vale São-Franciscano da Bahia,4,Juazeiro,Curaçá,2,Nordeste
BA,34991,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Dário Meira,2,Nordeste
BA,35017,Bahia,6,Centro Sul Baiano,25,Livramento do Brumado,Dom Basílio,2,Nordeste
BA,35033,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Dom Macedo Costa,2,Nordeste
BA,35050,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Elísio Medrado,2,Nordeste
BA,35076,Bahia,6,Centro Sul Baiano,29,Itapetinga,Encruzilhada,2,Nordeste
BA,35092,Bahia,4,Nordeste Baiano,18,Entre Rios,Entre Rios,2,Nordeste
BA,35114,Bahia,4,Nordeste Baiano,18,Entre Rios,Esplanada,2,Nordeste
BA,35130,Bahia,4,Nordeste Baiano,14,Euclides da Cunha,Euclides da Cunha,2,Nordeste
BA,35149,Bahia,2,Vale São-Franciscano da Bahia,7,Bom Jesus da Lapa,Feira da Mata,2,Nordeste
BA,35157,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Feira de Santana,2,Nordeste
BA,35173,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Firmino Alves,2,Nordeste
BA,35190,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Floresta Azul,2,Nordeste
BA,35211,Bahia,1,Extremo Oeste Baiano,1,Barreiras,Formosa do Rio Preto,2,Nordeste
BA,35238,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Gandu,2,Nordeste
BA,35254,Bahia,3,Centro Norte Baiano,9,Irecê,Gentio do Ouro,2,Nordeste
BA,35270,Bahia,2,Vale São-Franciscano da Bahia,5,Paulo Afonso,Glória,2,Nordeste
BA,35297,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Gongogi,2,Nordeste
BA,35319,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Governador Mangabeira,2,Nordeste
BA,35335,Bahia,6,Centro Sul Baiano,26,Guanambi,Guanambi,2,Nordeste
BA,35351,Bahia,7,Sul Baiano,32,Porto Seguro,Guaratinga,2,Nordeste
BA,35378,Bahia,3,Centro Norte Baiano,11,Itaberaba,Iaçu,2,Nordeste
BA,35394,Bahia,6,Centro Sul Baiano,26,Guanambi,Ibiassucê,2,Nordeste
BA,35416,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Ibicaraí,2,Nordeste
BA,35432,Bahia,6,Centro Sul Baiano,23,Seabra,Ibicoara,2,Nordeste
BA,35459,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Ibicuí,2,Nordeste
BA,35475,Bahia,3,Centro Norte Baiano,9,Irecê,Ibipeba,2,Nordeste
BA,35491,Bahia,1,Extremo Oeste Baiano,2,Cotegipe,Santa Rita de Cássia,2,Nordeste
BA,35513,Bahia,6,Centro Sul Baiano,22,Boquira,Ibipitanga,2,Nordeste
BA,35530,Bahia,3,Centro Norte Baiano,11,Itaberaba,Ibiquera,2,Nordeste
BA,35556,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Ibirapitanga,2,Nordeste
BA,35572,Bahia,7,Sul Baiano,32,Porto Seguro,Ibirapuã,2,Nordeste
BA,35599,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Ibirataia,2,Nordeste
BA,35610,Bahia,6,Centro Sul Baiano,22,Boquira,Ibitiara,2,Nordeste
BA,35637,Bahia,3,Centro Norte Baiano,9,Irecê,Ibititá,2,Nordeste
BA,35653,Bahia,2,Vale São-Franciscano da Bahia,6,Barra,Ibotirama,2,Nordeste
BA,35670,Bahia,4,Nordeste Baiano,16,Serrinha,Ichu,2,Nordeste
BA,35696,Bahia,6,Centro Sul Baiano,26,Guanambi,Igaporã,2,Nordeste
BA,35700,Bahia,7,Sul Baiano,30,Valença,Igrapiúna,2,Nordeste
BA,35718,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Iguaí,2,Nordeste
BA,35734,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Ilhéus,2,Nordeste
BA,35750,Bahia,4,Nordeste Baiano,17,Alagoinhas,Inhambupe,2,Nordeste
BA,35777,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Ipecaetá,2,Nordeste
BA,35793,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Ipiaú,2,Nordeste
BA,35815,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Ipirá,2,Nordeste
BA,35831,Bahia,6,Centro Sul Baiano,22,Boquira,Ipupiara,2,Nordeste
BA,35858,Bahia,6,Centro Sul Baiano,24,Jequié,Irajuba,2,Nordeste
BA,35874,Bahia,6,Centro Sul Baiano,24,Jequié,Iramaia,2,Nordeste
BA,35890,Bahia,3,Centro Norte Baiano,9,Irecê,Iraquara,2,Nordeste
BA,35912,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Irará,2,Nordeste
BA,35939,Bahia,3,Centro Norte Baiano,9,Irecê,Irecê,2,Nordeste
BA,35947,Bahia,7,Sul Baiano,32,Porto Seguro,Itabela,2,Nordeste
BA,35955,Bahia,3,Centro Norte Baiano,11,Itaberaba,Itaberaba,2,Nordeste
BA,35971,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itabuna,2,Nordeste
BA,35998,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itacaré,2,Nordeste
BA,36013,Bahia,6,Centro Sul Baiano,23,Seabra,Itaeté,2,Nordeste
BA,36030,Bahia,6,Centro Sul Baiano,24,Jequié,Itagi,2,Nordeste
BA,36056,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itagibá,2,Nordeste
BA,36072,Bahia,7,Sul Baiano,32,Porto Seguro,Itagimirim,2,Nordeste
BA,36080,Bahia,2,Vale São-Franciscano da Bahia,6,Barra,Itaguaçu da Bahia,2,Nordeste
BA,36099,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itaju do Colônia,2,Nordeste
BA,36110,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itajuípe,2,Nordeste
BA,36137,Bahia,7,Sul Baiano,32,Porto Seguro,Itamaraju,2,Nordeste
BA,36153,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itamari,2,Nordeste
BA,36170,Bahia,6,Centro Sul Baiano,29,Itapetinga,Itambé,2,Nordeste
BA,36196,Bahia,5,Metropolitana de Salvador,19,Catu,Itanagra,2,Nordeste
BA,36218,Bahia,7,Sul Baiano,32,Porto Seguro,Itanhém,2,Nordeste
BA,36234,Bahia,5,Metropolitana de Salvador,21,Salvador,Itaparica,2,Nordeste
BA,36250,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itapé,2,Nordeste
BA,36277,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itapebi,2,Nordeste
BA,36293,Bahia,6,Centro Sul Baiano,29,Itapetinga,Itapetinga,2,Nordeste
BA,36315,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Itapicuru,2,Nordeste
BA,36331,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Itapitanga,2,Nordeste
BA,36358,Bahia,6,Centro Sul Baiano,24,Jequié,Itaquara,2,Nordeste
BA,36374,Bahia,6,Centro Sul Baiano,29,Itapetinga,Itarantim,2,Nordeste
BA,36382,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Itatim,2,Nordeste
BA,36390,Bahia,6,Centro Sul Baiano,24,Jequié,Itiruçu,2,Nordeste
BA,36412,Bahia,3,Centro Norte Baiano,8,Senhor do Bonfim,Itiúba,2,Nordeste
BA,36439,Bahia,6,Centro Sul Baiano,29,Itapetinga,Itororó,2,Nordeste
BA,36455,Bahia,6,Centro Sul Baiano,27,Brumado,Ituaçu,2,Nordeste
BA,36471,Bahia,7,Sul Baiano,30,Valença,Ituberá,2,Nordeste
BA,36498,Bahia,6,Centro Sul Baiano,26,Guanambi,Jacaraci,2,Nordeste
BA,36510,Bahia,3,Centro Norte Baiano,10,Jacobina,Jacobina,2,Nordeste
BA,36536,Bahia,6,Centro Sul Baiano,24,Jequié,Jaguaquara,2,Nordeste
BA,36552,Bahia,3,Centro Norte Baiano,8,Senhor do Bonfim,Jaguarari,2,Nordeste
BA,36579,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Jaguaripe,2,Nordeste
BA,36595,Bahia,4,Nordeste Baiano,18,Entre Rios,Jandaíra,2,Nordeste
BA,36617,Bahia,6,Centro Sul Baiano,24,Jequié,Jequié,2,Nordeste
BA,36633,Bahia,4,Nordeste Baiano,13,Jeremoabo,Jeremoabo,2,Nordeste
BA,36650,Bahia,6,Centro Sul Baiano,24,Jequié,Jiquiriçá,2,Nordeste
BA,36676,Bahia,6,Centro Sul Baiano,24,Jequié,Jitaúna,2,Nordeste
BA,36692,Bahia,2,Vale São-Franciscano da Bahia,4,Juazeiro,Juazeiro,2,Nordeste
BA,36706,Bahia,7,Sul Baiano,32,Porto Seguro,Jucuruçu,2,Nordeste
BA,36714,Bahia,3,Centro Norte Baiano,9,Irecê,Jussara,2,Nordeste
BA,36730,Bahia,6,Centro Sul Baiano,23,Seabra,Jussiape,2,Nordeste
BA,36757,Bahia,6,Centro Sul Baiano,24,Jequié,Lafaiete Coutinho,2,Nordeste
BA,36765,Bahia,6,Centro Sul Baiano,26,Guanambi,Lagoa Real,2,Nordeste
BA,36773,Bahia,6,Centro Sul Baiano,24,Jequié,Laje,2,Nordeste
BA,36790,Bahia,7,Sul Baiano,32,Porto Seguro,Lajedão,2,Nordeste
BA,36811,Bahia,3,Centro Norte Baiano,11,Itaberaba,Lajedinho,2,Nordeste
BA,36820,Bahia,6,Centro Sul Baiano,24,Jequié,Lajedo do Tabocal,2,Nordeste
BA,36838,Bahia,4,Nordeste Baiano,16,Serrinha,Lamarão,2,Nordeste
BA,36854,Bahia,5,Metropolitana de Salvador,21,Salvador,Lauro de Freitas,2,Nordeste
BA,36870,Bahia,6,Centro Sul Baiano,23,Seabra,Lençóis,2,Nordeste
BA,36897,Bahia,6,Centro Sul Baiano,26,Guanambi,Licínio de Almeida,2,Nordeste
BA,36919,Bahia,6,Centro Sul Baiano,25,Livramento do Brumado,Livramento de Nossa Senhora,2,Nordeste
BA,36935,Bahia,3,Centro Norte Baiano,11,Itaberaba,Macajuba,2,Nordeste
BA,36951,Bahia,6,Centro Sul Baiano,29,Itapetinga,Macarani,2,Nordeste
BA,36978,Bahia,6,Centro Sul Baiano,22,Boquira,Macaúbas,2,Nordeste
BA,36994,Bahia,2,Vale São-Franciscano da Bahia,5,Paulo Afonso,Macururé,2,Nordeste
BA,37010,Bahia,6,Centro Sul Baiano,29,Itapetinga,Maiquinique,2,Nordeste
BA,37036,Bahia,3,Centro Norte Baiano,11,Itaberaba,Mairi,2,Nordeste
BA,37052,Bahia,6,Centro Sul Baiano,26,Guanambi,Malhada,2,Nordeste
BA,37079,Bahia,6,Centro Sul Baiano,27,Brumado,Malhada de Pedras,2,Nordeste
BA,37095,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Manoel Vitorino,2,Nordeste
BA,37117,Bahia,6,Centro Sul Baiano,24,Jequié,Maracás,2,Nordeste
BA,37133,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Maragogipe,2,Nordeste
BA,37150,Bahia,7,Sul Baiano,30,Valença,Maraú,2,Nordeste
BA,37176,Bahia,6,Centro Sul Baiano,24,Jequié,Marcionílio Souza,2,Nordeste
BA,37192,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Mascote,2,Nordeste
BA,37214,Bahia,5,Metropolitana de Salvador,19,Catu,Mata de São João,2,Nordeste
BA,37222,Bahia,6,Centro Sul Baiano,26,Guanambi,Matina,2,Nordeste
BA,37230,Bahia,7,Sul Baiano,32,Porto Seguro,Medeiros Neto,2,Nordeste
BA,37257,Bahia,3,Centro Norte Baiano,10,Jacobina,Miguel Calmon,2,Nordeste
BA,37273,Bahia,6,Centro Sul Baiano,24,Jequié,Milagres,2,Nordeste
BA,37290,Bahia,3,Centro Norte Baiano,10,Jacobina,Mirangaba,2,Nordeste
BA,37303,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Mirante,2,Nordeste
BA,37311,Bahia,4,Nordeste Baiano,14,Euclides da Cunha,Monte Santo,2,Nordeste
BA,37338,Bahia,2,Vale São-Franciscano da Bahia,6,Barra,Morpará,2,Nordeste
BA,37354,Bahia,3,Centro Norte Baiano,10,Jacobina,Morro do Chapéu,2,Nordeste
BA,37370,Bahia,6,Centro Sul Baiano,26,Guanambi,Mortugaba,2,Nordeste
BA,37397,Bahia,6,Centro Sul Baiano,23,Seabra,Mucugê,2,Nordeste
BA,37419,Bahia,7,Sul Baiano,32,Porto Seguro,Mucuri,2,Nordeste
BA,37427,Bahia,3,Centro Norte Baiano,9,Irecê,Mulungu do Morro,2,Nordeste
BA,37435,Bahia,3,Centro Norte Baiano,11,Itaberaba,Mundo Novo,2,Nordeste
BA,37451,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Muniz Ferreira,2,Nordeste
BA,37460,Bahia,2,Vale São-Franciscano da Bahia,6,Barra,Muquém de São Francisco,2,Nordeste
BA,37478,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Muritiba,2,Nordeste
BA,37494,Bahia,6,Centro Sul Baiano,24,Jequié,Mutuípe,2,Nordeste
BA,37516,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Nazaré,2,Nordeste
BA,37532,Bahia,7,Sul Baiano,30,Valença,Nilo Peçanha,2,Nordeste
BA,37559,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Nova Canaã,2,Nordeste
BA,37567,Bahia,4,Nordeste Baiano,16,Serrinha,Nova Fátima,2,Nordeste
BA,37575,Bahia,6,Centro Sul Baiano,24,Jequié,Nova Itarana,2,Nordeste
BA,37583,Bahia,6,Centro Sul Baiano,23,Seabra,Nova Redenção,2,Nordeste
BA,37591,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Nova Soure,2,Nordeste
BA,37613,Bahia,7,Sul Baiano,32,Porto Seguro,Nova Viçosa,2,Nordeste
BA,37621,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Novo Triunfo,2,Nordeste
BA,37630,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Olindina,2,Nordeste
BA,37656,Bahia,6,Centro Sul Baiano,22,Boquira,Oliveira dos Brejinhos,2,Nordeste
BA,37672,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Ouriçangas,2,Nordeste
BA,37680,Bahia,3,Centro Norte Baiano,10,Jacobina,Ourolândia,2,Nordeste
BA,37699,Bahia,6,Centro Sul Baiano,26,Guanambi,Palmas de Monte Alto,2,Nordeste
BA,37710,Bahia,6,Centro Sul Baiano,23,Seabra,Palmeiras,2,Nordeste
BA,37737,Bahia,6,Centro Sul Baiano,25,Livramento do Brumado,Paramirim,2,Nordeste
BA,37753,Bahia,2,Vale São-Franciscano da Bahia,7,Bom Jesus da Lapa,Paratinga,2,Nordeste
BA,37770,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Paripiranga,2,Nordeste
BA,37796,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Pau Brasil,2,Nordeste
BA,37818,Bahia,2,Vale São-Franciscano da Bahia,5,Paulo Afonso,Paulo Afonso,2,Nordeste
BA,37834,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Pedrão,2,Nordeste
BA,37850,Bahia,4,Nordeste Baiano,13,Jeremoabo,Pedro Alexandre,2,Nordeste
BA,37877,Bahia,6,Centro Sul Baiano,23,Seabra,Piatã,2,Nordeste
BA,37893,Bahia,2,Vale São-Franciscano da Bahia,4,Juazeiro,Pilão Arcado,2,Nordeste
BA,37915,Bahia,6,Centro Sul Baiano,26,Guanambi,Pindaí,2,Nordeste
BA,37931,Bahia,3,Centro Norte Baiano,8,Senhor do Bonfim,Pindobaçu,2,Nordeste
BA,37940,Bahia,7,Sul Baiano,30,Valença,Piraí do Norte,2,Nordeste
BA,37958,Bahia,6,Centro Sul Baiano,27,Brumado,Piripá,2,Nordeste
BA,37974,Bahia,3,Centro Norte Baiano,10,Jacobina,Piritiba,2,Nordeste
BA,37990,Bahia,6,Centro Sul Baiano,24,Jequié,Planaltino,2,Nordeste
BA,38016,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Planalto,2,Nordeste
BA,38032,Bahia,6,Centro Sul Baiano,28,Vitória da Conquista,Poções,2,Nordeste
BA,38059,Bahia,5,Metropolitana de Salvador,19,Catu,Pojuca,2,Nordeste
BA,38067,Bahia,3,Centro Norte Baiano,10,Jacobina,Ponto Novo,2,Nordeste
BA,38075,Bahia,7,Sul Baiano,32,Porto Seguro,Porto Seguro,2,Nordeste
BA,38091,Bahia,6,Centro Sul Baiano,29,Itapetinga,Potiraguá,2,Nordeste
BA,38113,Bahia,7,Sul Baiano,32,Porto Seguro,Prado,2,Nordeste
BA,38130,Bahia,3,Centro Norte Baiano,9,Irecê,Presidente Dutra,2,Nordeste
BA,38156,Bahia,6,Centro Sul Baiano,27,Brumado,Presidente Jânio Quadros,2,Nordeste
BA,38164,Bahia,7,Sul Baiano,30,Valença,Presidente Tancredo Neves,2,Nordeste
BA,38172,Bahia,4,Nordeste Baiano,14,Euclides da Cunha,Queimadas,2,Nordeste
BA,38199,Bahia,4,Nordeste Baiano,14,Euclides da Cunha,Quijingue,2,Nordeste
BA,38210,Bahia,2,Vale São-Franciscano da Bahia,4,Juazeiro,Remanso,2,Nordeste
BA,38237,Bahia,4,Nordeste Baiano,16,Serrinha,Retirolândia,2,Nordeste
BA,38253,Bahia,1,Extremo Oeste Baiano,1,Barreiras,Riachão das Neves,2,Nordeste
BA,38270,Bahia,4,Nordeste Baiano,16,Serrinha,Riachão do Jacuípe,2,Nordeste
BA,38296,Bahia,6,Centro Sul Baiano,26,Guanambi,Riacho de Santana,2,Nordeste
BA,38318,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Ribeira do Amparo,2,Nordeste
BA,38334,Bahia,4,Nordeste Baiano,15,Ribeira do Pombal,Ribeira do Pombal,2,Nordeste
BA,38342,Bahia,6,Centro Sul Baiano,29,Itapetinga,Ribeirão do Largo,2,Nordeste
BA,38350,Bahia,6,Centro Sul Baiano,23,Seabra,Rio de Contas,2,Nordeste
BA,38377,Bahia,6,Centro Sul Baiano,27,Brumado,Rio do Antônio,2,Nordeste
BA,38393,Bahia,6,Centro Sul Baiano,25,Livramento do Brumado,Rio do Pires,2,Nordeste
BA,38415,Bahia,4,Nordeste Baiano,17,Alagoinhas,Rio Real,2,Nordeste
BA,38431,Bahia,2,Vale São-Franciscano da Bahia,5,Paulo Afonso,Rodelas,2,Nordeste
BA,38458,Bahia,3,Centro Norte Baiano,11,Itaberaba,Ruy Barbosa,2,Nordeste
BA,38474,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Salinas da Margarida,2,Nordeste
BA,38490,Bahia,5,Metropolitana de Salvador,21,Salvador,Salvador,2,Nordeste
BA,38512,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Santa Bárbara,2,Nordeste
BA,38539,Bahia,4,Nordeste Baiano,13,Jeremoabo,Santa Brígida,2,Nordeste
BA,38555,Bahia,7,Sul Baiano,32,Porto Seguro,Santa Cruz Cabrália,2,Nordeste
BA,38571,Bahia,7,Sul Baiano,31,Ilhéus-Itabuna,Santa Cruz da Vitória,2,Nordeste
BA,38598,Bahia,6,Centro Sul Baiano,24,Jequié,Santa Inês,2,Nordeste
BA,38610,Bahia,4,Nordeste Baiano,16,Serrinha,Santaluz,2,Nordeste
BA,38636,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Santa Maria da Vitória,2,Nordeste
BA,38652,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Santana,2,Nordeste
BA,38679,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Santanópolis,2,Nordeste
BA,38695,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Santa Teresinha,2,Nordeste
BA,38717,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Santo Amaro,2,Nordeste
BA,38733,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Santo Antônio de Jesus,2,Nordeste
BA,38750,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Santo Estêvão,2,Nordeste
BA,38776,Bahia,1,Extremo Oeste Baiano,1,Barreiras,São Desidério,2,Nordeste
BA,38792,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,São Félix,2,Nordeste
BA,38806,Bahia,4,Nordeste Baiano,16,Serrinha,São Domingos,2,Nordeste
BA,38814,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,São Felipe,2,Nordeste
BA,38822,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,São Félix do Coribe,2,Nordeste
BA,38830,Bahia,5,Metropolitana de Salvador,21,Salvador,São Francisco do Conde,2,Nordeste
BA,38857,Bahia,3,Centro Norte Baiano,12,Feira de Santana,São Gonçalo dos Campos,2,Nordeste
BA,38865,Bahia,3,Centro Norte Baiano,10,Jacobina,São José do Jacuípe,2,Nordeste
BA,38873,Bahia,6,Centro Sul Baiano,24,Jequié,São Miguel das Matas,2,Nordeste
BA,38890,Bahia,5,Metropolitana de Salvador,19,Catu,São Sebastião do Passé,2,Nordeste
BA,38911,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Sapeaçu,2,Nordeste
BA,38938,Bahia,4,Nordeste Baiano,17,Alagoinhas,Sátiro Dias,2,Nordeste
BA,38946,Bahia,5,Metropolitana de Salvador,20,Santo Antônio de Jesus,Saubara,2,Nordeste
BA,38954,Bahia,3,Centro Norte Baiano,10,Jacobina,Saúde,2,Nordeste
BA,38970,Bahia,6,Centro Sul Baiano,23,Seabra,Seabra,2,Nordeste
BA,38997,Bahia,6,Centro Sul Baiano,26,Guanambi,Sebastião Laranjeiras,2,Nordeste
BA,39012,Bahia,3,Centro Norte Baiano,8,Senhor do Bonfim,Senhor do Bonfim,2,Nordeste
BA,39039,Bahia,2,Vale São-Franciscano da Bahia,4,Juazeiro,Sento Sé,2,Nordeste
BA,39047,Bahia,2,Vale São-Franciscano da Bahia,7,Bom Jesus da Lapa,Serra do Ramalho,2,Nordeste
BA,39055,Bahia,1,Extremo Oeste Baiano,3,Santa Maria da Vitória,Serra Dourada,2,Nordeste
BA,39071,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Serra Preta,2,Nordeste
BA,39098,Bahia,4,Nordeste Baiano,16,Serrinha,Serrinha,2,Nordeste
BA,39110,Bahia,3,Centro Norte Baiano,10,Jacobina,Serrolândia,2,Nordeste
BA,39136,Bahia,5,Metropolitana de Salvador,21,Salvador,Simões Filho,2,Nordeste
BA,39144,Bahia,2,Vale São-Franciscano da Bahia,7,Bom Jesus da Lapa,Sítio do Mato,2,Nordeste
BA,39152,Bahia,3,Centro Norte Baiano,9,Irecê,Souto Soares,2,Nordeste
BA,39179,Bahia,1,Extremo Oeste Baiano,2,Cotegipe,Tabocas do Brejo Velho,2,Nordeste
BA,39195,Bahia,6,Centro Sul Baiano,27,Brumado,Tanhaçu,2,Nordeste
BA,39217,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Tanquinho,2,Nordeste
BA,39233,Bahia,7,Sul Baiano,30,Valença,Taperoá,2,Nordeste
BA,39250,Bahia,3,Centro Norte Baiano,11,Itaberaba,Tapiramutá,2,Nordeste
BA,39276,Bahia,3,Centro Norte Baiano,12,Feira de Santana,Teodoro Sampaio,2,Nordeste
BA,39292,Bahia,4,Nordeste Baiano,16,Serrinha,Teofilândia,2,Nordeste
