UF,TSEcod,uf_des,meso,meso_des,micro,micro_des,mun_des,macro,macro_des
MG,41548,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,São Domingos das Dores,3,Sudeste
MG,41556,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Bom Jesus do Galho,3,Sudeste
MG,41564,Minas Gerais,8,Vale do Rio Doce,38,Mantena,São Félix de Minas,3,Sudeste
MG,41572,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Bom Repouso,3,Sudeste
MG,41580,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,São Geraldo do Baixio,3,Sudeste
MG,41599,Minas Gerais,9,Oeste de Minas,46,Oliveira,Bom Sucesso,3,Sudeste
MG,41602,Minas Gerais,2,Norte de Minas,3,Januária,São João das Missões,3,Sudeste
MG,41610,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Bonfim,3,Sudeste
MG,41629,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,São Joaquim de Bicas,3,Sudeste
MG,41637,Minas Gerais,1,Noroeste de Minas,1,Unaí,Bonfinópolis de Minas,3,Sudeste
MG,41645,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,São José da Barra,3,Sudeste
MG,41653,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Borda da Mata,3,Sudeste
MG,41661,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Alto Caparaó,3,Sudeste
MG,41670,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Botelhos,3,Sudeste
MG,41688,Minas Gerais,3,Jequitinhonha,11,Capelinha,Angelândia,3,Sudeste
MG,41696,Minas Gerais,2,Norte de Minas,8,Grão Mogol,Botumirim,3,Sudeste
MG,41700,Minas Gerais,3,Jequitinhonha,11,Capelinha,Aricanduva,3,Sudeste
MG,41718,Minas Gerais,2,Norte de Minas,7,Montes Claros,Brasília de Minas,3,Sudeste
MG,41726,Minas Gerais,2,Norte de Minas,5,Salinas,Berizal,3,Sudeste
MG,41734,Minas Gerais,12,Zona da Mata,62,Viçosa,Brás Pires,3,Sudeste
MG,41742,Minas Gerais,2,Norte de Minas,3,Januária,Bonito de Minas,3,Sudeste
MG,41750,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Braúnas,3,Sudeste
MG,41769,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Bugre,3,Sudeste
MG,41777,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Brazópolis,3,Sudeste
MG,41785,Minas Gerais,1,Noroeste de Minas,1,Unaí,Cabeceira Grande,3,Sudeste
MG,41793,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Brumadinho,3,Sudeste
MG,41807,Minas Gerais,2,Norte de Minas,7,Montes Claros,Campo Azul,3,Sudeste
MG,41815,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Bueno Brandão,3,Sudeste
MG,41823,Minas Gerais,8,Vale do Rio Doce,36,Peçanha,Cantagalo,3,Sudeste
MG,41831,Minas Gerais,6,Central Mineira,25,Curvelo,Buenópolis,3,Sudeste
MG,41840,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,Catas Altas,3,Sudeste
MG,41858,Minas Gerais,1,Noroeste de Minas,1,Unaí,Buritis,3,Sudeste
MG,41866,Minas Gerais,2,Norte de Minas,4,Janaúba,Catuti,3,Sudeste
MG,41874,Minas Gerais,2,Norte de Minas,6,Pirapora,Buritizeiro,3,Sudeste
MG,41882,Minas Gerais,2,Norte de Minas,3,Januária,Chapada Gaúcha,3,Sudeste
MG,41890,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Cabo Verde,3,Sudeste
MG,41904,Minas Gerais,2,Norte de Minas,3,Januária,Cônego Marinho,3,Sudeste
MG,41912,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Cachoeira da Prata,3,Sudeste
MG,41920,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Confins,3,Sudeste
MG,41939,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Cachoeira de Minas,3,Sudeste
MG,41947,Minas Gerais,9,Oeste de Minas,44,Formiga,Córrego Fundo,3,Sudeste
MG,41955,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,17,Ituiutaba,Cachoeira Dourada,3,Sudeste
MG,41963,Minas Gerais,4,Vale do Mucuri,16,Nanuque,Crisólita,3,Sudeste
MG,41971,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Caetanópolis,3,Sudeste
MG,41980,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Cuparaque,3,Sudeste
MG,41998,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Caeté,3,Sudeste
MG,42005,Minas Gerais,2,Norte de Minas,5,Salinas,Curral de Dentro,3,Sudeste
MG,42013,Minas Gerais,12,Zona da Mata,63,Muriaé,Caiana,3,Sudeste
MG,42021,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,22,Uberaba,Delta,3,Sudeste
MG,42030,Minas Gerais,12,Zona da Mata,62,Viçosa,Cajuri,3,Sudeste
MG,42048,Minas Gerais,1,Noroeste de Minas,1,Unaí,Dom Bosco,3,Sudeste
MG,42056,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Caldas,3,Sudeste
MG,42064,Minas Gerais,8,Vale do Rio Doce,36,Peçanha,Frei Lagonegro,3,Sudeste
MG,42072,Minas Gerais,9,Oeste de Minas,44,Formiga,Camacho,3,Sudeste
MG,42080,Minas Gerais,2,Norte de Minas,5,Salinas,Fruta de Leite,3,Sudeste
MG,42099,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Camanducaia,3,Sudeste
MG,42102,Minas Gerais,2,Norte de Minas,4,Janaúba,Gameleiras,3,Sudeste
MG,42110,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Cambuí,3,Sudeste
MG,42129,Minas Gerais,2,Norte de Minas,7,Montes Claros,Glaucilândia,3,Sudeste
MG,42137,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Cambuquira,3,Sudeste
MG,42145,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Goiabeira,3,Sudeste
MG,42153,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Campanário,3,Sudeste
MG,42161,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Goianá,3,Sudeste
MG,42170,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Campanha,3,Sudeste
MG,42188,Minas Gerais,2,Norte de Minas,9,Bocaiúva,Guaraciama,3,Sudeste
MG,42196,Minas Gerais,10,Sul/Sudoeste de Minas,51,Poços de Caldas,Campestre,3,Sudeste
MG,42200,Minas Gerais,2,Norte de Minas,7,Montes Claros,Ibiracatu,3,Sudeste
MG,42218,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Campina Verde,3,Sudeste
MG,42226,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Imbé de Minas,3,Sudeste
MG,42234,Minas Gerais,9,Oeste de Minas,45,Campo Belo,Campo Belo,3,Sudeste
MG,42242,Minas Gerais,2,Norte de Minas,5,Salinas,Indaiabira,3,Sudeste
MG,42250,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Campo do Meio,3,Sudeste
MG,42269,Minas Gerais,2,Norte de Minas,7,Montes Claros,Japonvar,3,Sudeste
MG,42277,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,22,Uberaba,Campo Florido,3,Sudeste
MG,42285,Minas Gerais,3,Jequitinhonha,11,Capelinha,Jenipapo de Minas,3,Sudeste
MG,42293,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,23,Araxá,Campos Altos,3,Sudeste
MG,42307,Minas Gerais,3,Jequitinhonha,11,Capelinha,José Gonçalves de Minas,3,Sudeste
MG,42315,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Campos Gerais,3,Sudeste
MG,42323,Minas Gerais,8,Vale do Rio Doce,36,Peçanha,José Raydan,3,Sudeste
MG,42331,Minas Gerais,12,Zona da Mata,62,Viçosa,Canaã,3,Sudeste
MG,42340,Minas Gerais,12,Zona da Mata,63,Muriaé,São Sebastião da Vargem Alegre,3,Sudeste
MG,42358,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,18,Uberlândia,Canápolis,3,Sudeste
MG,42366,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,São Sebastião do Anta,3,Sudeste
MG,42374,Minas Gerais,9,Oeste de Minas,45,Campo Belo,Cana Verde,3,Sudeste
MG,42382,Minas Gerais,2,Norte de Minas,4,Janaúba,Serranópolis de Minas,3,Sudeste
MG,42390,Minas Gerais,9,Oeste de Minas,45,Campo Belo,Candeias,3,Sudeste
MG,42404,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Setubinha,3,Sudeste
MG,42412,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Caparaó,3,Sudeste
MG,42420,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Taparuba,3,Sudeste
MG,42439,Minas Gerais,11,Campo das Vertentes,59,Barbacena,Capela Nova,3,Sudeste
MG,42447,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,União de Minas,3,Sudeste
MG,42455,Minas Gerais,3,Jequitinhonha,11,Capelinha,Capelinha,3,Sudeste
MG,42463,Minas Gerais,1,Noroeste de Minas,1,Unaí,Uruana de Minas,3,Sudeste
MG,42471,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Capetinga,3,Sudeste
MG,42480,Minas Gerais,2,Norte de Minas,5,Salinas,Vargem Grande do Rio Pardo,3,Sudeste
MG,42498,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Capim Branco,3,Sudeste
MG,42501,Minas Gerais,1,Noroeste de Minas,2,Paracatu,Varjão de Minas,3,Sudeste
MG,42510,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,17,Ituiutaba,Capinópolis,3,Sudeste
MG,42528,Minas Gerais,2,Norte de Minas,7,Montes Claros,Verdelândia,3,Sudeste
MG,42536,Minas Gerais,2,Norte de Minas,7,Montes Claros,Capitão Enéas,3,Sudeste
MG,42544,Minas Gerais,3,Jequitinhonha,11,Capelinha,Veredinha,3,Sudeste
MG,42552,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Capitólio,3,Sudeste
MG,42560,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Vermelho Novo,3,Sudeste
MG,42579,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Caputira,3,Sudeste
MG,42587,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Tocos do Moji,3,Sudeste
MG,42595,Minas Gerais,3,Jequitinhonha,12,Araçuaí,Caraí,3,Sudeste
MG,42617,Minas Gerais,11,Campo das Vertentes,59,Barbacena,Caranaíba,3,Sudeste
MG,42633,Minas Gerais,11,Campo das Vertentes,59,Barbacena,Carandaí,3,Sudeste
MG,42650,Minas Gerais,12,Zona da Mata,63,Muriaé,Carangola,3,Sudeste
MG,42676,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Caratinga,3,Sudeste
MG,42692,Minas Gerais,3,Jequitinhonha,11,Capelinha,Carbonita,3,Sudeste
MG,42714,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Careaçu,3,Sudeste
MG,42730,Minas Gerais,4,Vale do Mucuri,16,Nanuque,Carlos Chagas,3,Sudeste
MG,42757,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Carmésia,3,Sudeste
MG,42773,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Carmo da Cachoeira,3,Sudeste
MG,42790,Minas Gerais,9,Oeste de Minas,46,Oliveira,Carmo da Mata,3,Sudeste
MG,42811,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Carmo de Minas,3,Sudeste
MG,42838,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Carmo do Cajuru,3,Sudeste
MG,42854,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,20,Patos de Minas,Carmo do Paranaíba,3,Sudeste
MG,42870,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Carmo do Rio Claro,3,Sudeste
MG,42897,Minas Gerais,9,Oeste de Minas,46,Oliveira,Carmópolis de Minas,3,Sudeste
MG,42919,Minas Gerais,11,Campo das Vertentes,57,Lavras,Carrancas,3,Sudeste
MG,42935,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Carvalhópolis,3,Sudeste
MG,42951,Minas Gerais,10,Sul/Sudoeste de Minas,55,Andrelândia,Carvalhos,3,Sudeste
MG,42978,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Casa Grande,3,Sudeste
MG,42994,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,18,Uberlândia,Cascalho Rico,3,Sudeste
MG,43010,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Cássia,3,Sudeste
MG,43036,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Conceição da Barra de Minas,3,Sudeste
MG,43052,Minas Gerais,12,Zona da Mata,66,Cataguases,Cataguases,3,Sudeste
MG,43079,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Catas Altas da Noruega,3,Sudeste
MG,43095,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Caxambu,3,Sudeste
MG,43117,Minas Gerais,6,Central Mineira,24,Três Marias,Cedro do Abaeté,3,Sudeste
MG,43133,Minas Gerais,8,Vale do Rio Doce,38,Mantena,Central de Minas,3,Sudeste
MG,43150,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,18,Uberlândia,Centralina,3,Sudeste
MG,43176,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Chácara,3,Sudeste
MG,43192,Minas Gerais,12,Zona da Mata,61,Manhuaçu,Chalé,3,Sudeste
MG,43214,Minas Gerais,3,Jequitinhonha,11,Capelinha,Chapada do Norte,3,Sudeste
MG,43230,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Chiador,3,Sudeste
MG,43257,Minas Gerais,12,Zona da Mata,62,Viçosa,Cipotânea,3,Sudeste
MG,43273,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Claraval,3,Sudeste
MG,43290,Minas Gerais,2,Norte de Minas,7,Montes Claros,Claro dos Poções,3,Sudeste
MG,43311,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Cláudio,3,Sudeste
MG,43338,Minas Gerais,12,Zona da Mata,62,Viçosa,Coimbra,3,Sudeste
MG,43354,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Coluna,3,Sudeste
MG,43370,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Comendador Gomes,3,Sudeste
MG,43397,Minas Gerais,3,Jequitinhonha,13,Pedra Azul,Comercinho,3,Sudeste
MG,43419,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Conceição da Aparecida,3,Sudeste
MG,43435,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Conceição das Pedras,3,Sudeste
MG,43451,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,22,Uberaba,Conceição das Alagoas,3,Sudeste
MG,43478,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Conceição de Ipanema,3,Sudeste
MG,43494,Minas Gerais,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro,Conceição do Mato Dentro,3,Sudeste
MG,43516,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Conceição do Pará,3,Sudeste
MG,43532,Minas Gerais,10,Sul/Sudoeste de Minas,54,São Lourenço,Conceição do Rio Verde,3,Sudeste
MG,43559,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Conceição dos Ouros,3,Sudeste
MG,43575,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Congonhal,3,Sudeste
MG,43591,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Congonhas,3,Sudeste
MG,43613,Minas Gerais,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro,Congonhas do Norte,3,Sudeste
MG,43630,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,22,Uberaba,Conquista,3,Sudeste
MG,43656,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Conselheiro Lafaiete,3,Sudeste
MG,43672,Minas Gerais,8,Vale do Rio Doce,41,Aimorés,Conselheiro Pena,3,Sudeste
MG,43699,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Consolação,3,Sudeste
MG,43710,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Contagem,3,Sudeste
MG,43737,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Coqueiral,3,Sudeste
MG,43753,Minas Gerais,2,Norte de Minas,7,Montes Claros,Coração de Jesus,3,Sudeste
MG,43770,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Cordisburgo,3,Sudeste
MG,43796,Minas Gerais,10,Sul/Sudoeste de Minas,53,Santa Rita do Sapucaí,Cordislândia,3,Sudeste
MG,43818,Minas Gerais,6,Central Mineira,25,Curvelo,Corinto,3,Sudeste
MG,43834,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Coroaci,3,Sudeste
MG,43850,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Coromandel,3,Sudeste
MG,43877,Minas Gerais,8,Vale do Rio Doce,39,Ipatinga,Coronel Fabriciano,3,Sudeste
MG,43893,Minas Gerais,3,Jequitinhonha,12,Araçuaí,Coronel Murta,3,Sudeste
MG,43915,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Coronel Pacheco,3,Sudeste
MG,43931,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Coronel Xavier Chaves,3,Sudeste
MG,43958,Minas Gerais,9,Oeste de Minas,42,Piuí,Córrego Danta,3,Sudeste
MG,43974,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Córrego do Bom Jesus,3,Sudeste
MG,43990,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Córrego Novo,3,Sudeste
MG,44016,Minas Gerais,3,Jequitinhonha,10,Diamantina,Couto de Magalhães de Minas,3,Sudeste
MG,44032,Minas Gerais,9,Oeste de Minas,45,Campo Belo,Cristais,3,Sudeste
MG,44059,Minas Gerais,2,Norte de Minas,8,Grão Mogol,Cristália,3,Sudeste
MG,44075,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Cristiano Otoni,3,Sudeste
MG,44091,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Cristina,3,Sudeste
MG,44113,Minas Gerais,7,Metropolitana de Belo Horizonte,32,Itaguara,Crucilândia,3,Sudeste
MG,44130,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Cruzeiro da Fortaleza,3,Sudeste
MG,44156,Minas Gerais,10,Sul/Sudoeste de Minas,55,Andrelândia,Cruzília,3,Sudeste
MG,44172,Minas Gerais,6,Central Mineira,25,Curvelo,Curvelo,3,Sudeste
MG,44199,Minas Gerais,3,Jequitinhonha,10,Diamantina,Datas,3,Sudeste
MG,44210,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Delfim Moreira,3,Sudeste
MG,44237,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Delfinópolis,3,Sudeste
MG,44253,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Descoberto,3,Sudeste
MG,44270,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Desterro de Entre Rios,3,Sudeste
MG,44296,Minas Gerais,11,Campo das Vertentes,59,Barbacena,Desterro do Melo,3,Sudeste
MG,44318,Minas Gerais,3,Jequitinhonha,10,Diamantina,Diamantina,3,Sudeste
MG,44334,Minas Gerais,7,Metropolitana de Belo Horizonte,33,Ouro Preto,Diogo de Vasconcelos,3,Sudeste
MG,44350,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,Dionísio,3,Sudeste
MG,44377,Minas Gerais,12,Zona da Mata,64,Ubá,Divinésia,3,Sudeste
MG,44393,Minas Gerais,12,Zona da Mata,63,Muriaé,Divino,3,Sudeste
MG,44415,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Divino das Laranjeiras,3,Sudeste
MG,44431,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Divinolândia de Minas,3,Sudeste
MG,44458,Minas Gerais,9,Oeste de Minas,43,Divinópolis,Divinópolis,3,Sudeste
MG,44474,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Divisa Nova,3,Sudeste
MG,44490,Minas Gerais,8,Vale do Rio Doce,40,Caratinga,Dom Cavati,3,Sudeste
MG,44512,Minas Gerais,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro,Dom Joaquim,3,Sudeste
MG,44539,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Dom Silvério,3,Sudeste
MG,44555,Minas Gerais,10,Sul/Sudoeste de Minas,56,Itajubá,Dom Viçoso,3,Sudeste
MG,44571,Minas Gerais,12,Zona da Mata,66,Cataguases,Dona Eusébia,3,Sudeste
MG,44598,Minas Gerais,11,Campo das Vertentes,58,São João Del Rei,Dores de Campos,3,Sudeste
MG,44610,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Dores de Guanhães,3,Sudeste
MG,44636,Minas Gerais,6,Central Mineira,26,Bom Despacho,Dores do Indaiá,3,Sudeste
MG,44652,Minas Gerais,12,Zona da Mata,64,Ubá,Dores do Turvo,3,Sudeste
MG,44679,Minas Gerais,9,Oeste de Minas,42,Piuí,Doresópolis,3,Sudeste
MG,44695,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Douradoquara,3,Sudeste
MG,44717,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Elói Mendes,3,Sudeste
MG,44733,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Engenheiro Caldas,3,Sudeste
MG,44750,Minas Gerais,2,Norte de Minas,9,Bocaiúva,Engenheiro Navarro,3,Sudeste
MG,44776,Minas Gerais,7,Metropolitana de Belo Horizonte,34,Conselheiro Lafaiete,Entre Rios de Minas,3,Sudeste
MG,44792,Minas Gerais,12,Zona da Mata,62,Viçosa,Ervália,3,Sudeste
MG,44814,Minas Gerais,7,Metropolitana de Belo Horizonte,30,Belo Horizonte,Esmeraldas,3,Sudeste
MG,44830,Minas Gerais,12,Zona da Mata,63,Muriaé,Espera Feliz,3,Sudeste
MG,44857,Minas Gerais,2,Norte de Minas,4,Janaúba,Espinosa,3,Sudeste
MG,44873,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Espírito Santo do Dourado,3,Sudeste
MG,44890,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Estiva,3,Sudeste
MG,44911,Minas Gerais,12,Zona da Mata,66,Cataguases,Estrela Dalva,3,Sudeste
MG,44938,Minas Gerais,6,Central Mineira,26,Bom Despacho,Estrela do Indaiá,3,Sudeste
MG,44954,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Estrela do Sul,3,Sudeste
MG,44970,Minas Gerais,12,Zona da Mata,63,Muriaé,Eugenópolis,3,Sudeste
MG,44997,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Ewbank da Câmara,3,Sudeste
MG,45012,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Extrema,3,Sudeste
MG,45039,Minas Gerais,10,Sul/Sudoeste de Minas,49,Alfenas,Fama,3,Sudeste
MG,45055,Minas Gerais,12,Zona da Mata,63,Muriaé,Faria Lemos,3,Sudeste
MG,45071,Minas Gerais,3,Jequitinhonha,10,Diamantina,Felício dos Santos,3,Sudeste
MG,45098,Minas Gerais,3,Jequitinhonha,10,Diamantina,São Gonçalo do Rio Preto,3,Sudeste
MG,45110,Minas Gerais,3,Jequitinhonha,14,Almenara,Felisburgo,3,Sudeste
MG,45136,Minas Gerais,6,Central Mineira,25,Curvelo,Felixlândia,3,Sudeste
MG,45152,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Fernandes Tourinho,3,Sudeste
MG,45179,Minas Gerais,7,Metropolitana de Belo Horizonte,31,Itabira,Ferros,3,Sudeste
MG,45195,Minas Gerais,7,Metropolitana de Belo Horizonte,29,Pará de Minas,Florestal,3,Sudeste
MG,45217,Minas Gerais,9,Oeste de Minas,44,Formiga,Formiga,3,Sudeste
MG,45233,Minas Gerais,1,Noroeste de Minas,1,Unaí,Formoso,3,Sudeste
MG,45250,Minas Gerais,10,Sul/Sudoeste de Minas,47,Passos,Fortaleza de Minas,3,Sudeste
MG,45276,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Fortuna de Minas,3,Sudeste
MG,45292,Minas Gerais,3,Jequitinhonha,11,Capelinha,Francisco Badaró,3,Sudeste
MG,45314,Minas Gerais,2,Norte de Minas,9,Bocaiúva,Francisco Dumont,3,Sudeste
MG,45330,Minas Gerais,2,Norte de Minas,7,Montes Claros,Francisco Sá,3,Sudeste
MG,45357,Minas Gerais,4,Vale do Mucuri,15,Teófilo Otoni,Frei Gaspar,3,Sudeste
MG,45373,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Frei Inocêncio,3,Sudeste
MG,45390,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Fronteira,3,Sudeste
MG,45411,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,21,Frutal,Frutal,3,Sudeste
MG,45438,Minas Gerais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas,Funilândia,3,Sudeste
MG,45454,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Galiléia,3,Sudeste
MG,45470,Minas Gerais,10,Sul/Sudoeste de Minas,52,Pouso Alegre,Gonçalves,3,Sudeste
MG,45497,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Gonzaga,3,Sudeste
MG,45519,Minas Gerais,3,Jequitinhonha,10,Diamantina,Gouveia,3,Sudeste
MG,45535,Minas Gerais,8,Vale do Rio Doce,37,Governador Valadares,Governador Valadares,3,Sudeste
MG,45551,Minas Gerais,2,Norte de Minas,8,Grão Mogol,Grão Mogol,3,Sudeste
MG,45578,Minas Gerais,5,Triângulo Mineiro/Alto Paranaíba,19,Patrocínio,Grupiara,3,Sudeste
MG,45594,Minas Gerais,8,Vale do Rio Doce,35,Guanhães,Guanhães,3,Sudeste
MG,45616,Minas Gerais,10,Sul/Sudoeste de Minas,50,Varginha,Guapé,3,Sudeste
MG,45632,Minas Gerais,12,Zona da Mata,60,Ponte Nova,Guaraciaba,3,Sudeste
MG,45659,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Guaranésia,3,Sudeste
MG,45675,Minas Gerais,12,Zona da Mata,64,Ubá,Guarani,3,Sudeste
MG,45691,Minas Gerais,12,Zona da Mata,65,Juiz de Fora,Guarará,3,Sudeste
MG,45713,Minas Gerais,1,Noroeste de Minas,2,Paracatu,Guarda-Mor,3,Sudeste
MG,45730,Minas Gerais,10,Sul/Sudoeste de Minas,48,São Sebastião do Paraíso,Guaxupé,3,Sudeste
